Response_ID,今年的中秋節您有與家人團聚嗎？（延後到國慶連假也算）,今年中秋節（含國慶連假）團圓時您有烤肉嗎？,肉片:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,香腸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,黑輪:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,玉米:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,貢丸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,米血:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,蔬菜:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,海鮮:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,雞翅、雞腿:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,豆干、豆腐:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,我喜歡的是：:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,對於這種「到府烤肉」服務，您的感受是？,喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,不喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,如果大家都烤肉，您會覺得「不好玩」嗎？,如果大家都烤肉，您會覺得「不好玩」嗎？: Comments,無論您喜不喜歡烤肉，現在我們來談談對它的印象吧。 您覺得戶外的烤肉對您的健康有多大影響？,對您來說，烤肉費用的支出是不是一種負擔？,對您來說，烤肉費用的支出是不是一種負擔？: Comments,準備烤肉食材對您來說會不會很麻煩？,在烤肉活動中，請問下列哪一項是您最無法忍受的？,我最受不了的是：:在烤肉活動中，請問下列哪一項是您最無法忍受的？,在烤肉活動中，請問下列哪一項是您最無法忍受的？: Comments,您在不在意您烤肉時造成的污染嗎？,您在不在意您烤肉時造成的污染嗎？: Comments,請問這樣的活動對您來說有趣嗎？,請問您是否參與過這類的大型烤肉活動？,我覺得「封街烤肉」…,我覺得：:我覺得「封街烤肉」…,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,集體烤肉，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,自己烤，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？: Comments,最後，我們來談談節慶與團聚。 請問您覺得一天之內自己可以自由支配的時間（用來做自己想做的事）大約有多少？,春節:請問您今年挑了什麼時間與全家團聚（可複選）？,端午:請問您今年挑了什麼時間與全家團聚（可複選）？,中秋:請問您今年挑了什麼時間與全家團聚（可複選）？,長假連假:請問您今年挑了什麼時間與全家團聚（可複選）？,平時週休或排假時:請問您今年挑了什麼時間與全家團聚（可複選）？,以上都沒有:請問您今年挑了什麼時間與全家團聚（可複選）？,說回到烤肉，請問您明年會不會想全家人一起烤肉？,"平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","我有其他想法：:平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？: Comments",大家圍著烤肉比其他活動要較為容易聯絡感情。,"「請問您多常使用手機上的社群媒體（Line, FB等）APP與家人聯絡？」",請問您使用手機與家人聯絡時，比較喜歡使用文字簡訊（例如Line留言），還是使用講話（含視訊）？,關於性別，您會以生理性別或社會性別來描述自己？,Gender,Social_gender,Bornyear,Edu,Residence,Job,Other_Job
409,1,1,,2,,4,,,,,,,,2,,,2,,2,2,,2,2,,,2,,1,1,2,,3,,,,2,1,,3,4,,,8,3,,,1,1,2,,1,0,1970,,,,
411,1,1,1,,,4,,,,8,,,,3,,,2,,3,2,,2,5,,,3,,1,2,1,,3,,,,1,1,2,3,4,,,9,3,,,1,1,1,,0,0,1982,高中/職,12,家管,
412,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,1,,1,2,5,,3,,,,1,1,,,4,5,,7,4,,,1,1,1,,0,0,1993,大學,2,服務工作人員及銷售員,
413,1,1,,,3,,,,,,,,,1,,,2,,1,2,,1,2,,,2,,1,1,2,,2,,,,2,1,,,,,,5,2,,,1,1,1,,1,0,1944,高中/職,11,農/林/漁/牧工作人員,
415,1,1,1,2,3,4,5,6,7,8,9,10,,3,,,2,,2,2,,2,5,,,3,,1,2,3,,3,,,,3,1,2,3,4,5,,6,4,,,1,2,2,,0,0,1977,研究所以上,1,服務工作人員及銷售員,
416,1,2,,,,,,,,,,,,3,,,1,,1,1,,1,1,,,1,,2,2,5,,99,,,,1,,,3,4,5,,0,2,,,2,1,1,,0,0,1983,專科,15,服務工作人員及銷售員,
417,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,1,,,1,,1,2,5,,3,,,,3,1,,,4,5,,8,4,,,1,1,2,,0,0,1999,專科,1,學生,
418,1,1,1,2,,,5,,,,,,,3,,,2,,2,2,,2,2,,,2,,2,2,3,,4,,,,3,1,2,3,4,5,,6,3,,,1,2,1,,1,0,1985,研究所以上,1,專業人員,
419,1,1,1,,,,,,7,,,,,2,,,2,,2,2,,1,2,,,1,,1,1,3,,3,,,,2,,,,,5,,9,2,,,2,1,1,,0,5,1994,大學,4,技術工作及有關工作人員,
420,1,2,,,,,,,,,,,,1,,,2,,1,2,,1,2,,,2,,1,1,2,,3,,,,3,,,,4,,,5,2,,,2,1,1,,0,0,1991,研究所以上,8,學生,
421,2,2,,,,,,,,,,,,2,,,2,,1,2,,1,2,,,1,,2,2,5,,3,,,,3,,,,,5,,4,3,,,2,2,1,,1,0,1988,大學,10,專業人員,
423,1,2,,,,,,,,,,,,1,,,2,,1,1,,1,2,,,1,,2,2,4,,4,,,,3,1,2,3,4,5,,6,1,,,1,1,1,,1,0,1990,大學,2,技術工作及有關工作人員,
424,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,2,,,2,,2,2,5,,3,,,,3,1,,3,,,,6,2,,,2,1,1,,0,0,1992,大學,1,學生,
425,1,1,,2,,,5,6,,8,,,,3,,,2,,2,2,,2,5,,,2,,2,2,5,,4,,,,3,1,2,3,4,5,,7,3,,,2,2,2,,0,0,1991,大學,2,事務工作人員,
426,1,1,1,2,,4,,,,,,10,,3,,,2,,2,2,,1,1,,,2,,2,2,4,,3,,,,3,,,,,,99,7,2,,,2,1,1,,0,0,1987,研究所以上,3,技術工作及有關工作人員,
427,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,2,,,1,,1,2,1,,1,,,,3,1,2,3,,,,6,3,,,1,4,2,,0,0,1973,專科,2,其他,
428,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,1,,2,2,5,,4,,,,3,1,2,3,4,,,4,1,,,2,1,1,,0,0,1994,大學,4,事務工作人員,
429,1,1,1,2,,,,,,8,,,90,3,,,2,,2,2,,1,90,事後的整理,,1,,2,1,5,,3,,,,1,1,,,4,5,,7,2,,,2,2,1,,1,0,1961,大學,15,待業或無業,
430,1,1,1,,,4,,6,7,,,10,,3,,,2,,1,2,,1,1,,,1,,2,2,5,,3,,,,1,,,3,,,,10,3,,,1,1,1,,1,2,1966,研究所以上,15,民意代表/行政主管/企業主管及經理人員,
431,1,1,,,3,,,,,,,,,2,,,1,,1,2,,1,3,,,1,,2,1,2,,4,,,,1,,,3,,,,6,2,,,1,2,1,,0,0,1955,高中/職,11,服務工作人員及銷售員,
432,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,2,2,4,,3,,,,2,1,2,3,4,5,,3,3,,,1,2,1,,1,0,1972,專科,5,待業或無業,
433,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,2,,2,2,5,,3,,,,3,1,2,3,4,,,7,3,,,2,1,1,,0,0,1991,高中/職,9,其他,
434,1,2,,,,,,,,,,,,1,,,2,,1,1,,1,1,,,1,,2,2,5,,4,,,,1,1,2,3,4,5,,0,4,,,2,3,2,,0,0,1986,大學,11,待業或無業,
435,1,2,,,,,,,,,,,,3,,,2,,2,3,,2,1,,,1,,2,1,5,,4,,,,2,,,,,5,,5,3,,,2,1,2,,1,0,1971,專科,2,技術員及助理專業人員,
436,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,2,,,1,,2,2,4,,3,,,,2,1,2,3,,,,4,3,,,1,1,2,,0,0,1952,國小以下,2,家管,
437,1,1,1,2,3,4,,6,7,,9,,,92,,不能享受烤肉樂趣,2,,2,3,,2,1,,,1,,2,2,5,,3,,,,1,1,,3,4,,,10,2,,,1,2,2,,0,0,1982,專科,15,家管,
438,1,1,1,2,,4,,,7,8,9,,,3,,,2,,2,1,,1,1,,,1,,2,2,5,,3,,,,2,1,2,3,4,,,7,4,,,1,1,1,,0,0,1977,研究所以上,1,專業人員,
439,1,2,,,,,,,,,,,,92,,麻煩,1,,2,1,,1,1,,,1,,2,2,5,,99,,,,3,,,,4,,,2,3,,,2,1,1,,0,0,1995,大學,4,學生,
441,1,1,1,,,4,,,7,8,,,,3,,,2,,1,2,,1,1,,,1,,2,2,5,,99,,,,2,1,2,3,4,5,,2,3,,,2,1,2,,0,0,1969,高中/職,2,家管,
442,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,1,,不喜歡烤肉的味道，還有人多時的喧嘩，影響到住宅區的安寧,1,,2,2,90,偶爾參加是滿有趣的,99,,,,3,1,2,3,4,5,,0,4,,,1,2,1,,0,3,1987,高中/職,4,技術員及助理專業人員,
443,2,1,1,,,,,,,8,9,,,3,,,2,,2,3,,1,2,,,1,,1,2,4,,3,,,,3,1,,,,,,1,2,,,2,1,2,,0,0,1996,大學,13,學生,
444,1,1,1,2,,4,,,7,8,,,,3,,,2,,1,2,,1,1,,,2,,1,2,2,,1,,,,1,1,2,3,4,5,,7,3,,,2,1,1,,1,0,1995,大學,4,學生,
445,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,1,,,2,,1,1,3,,3,,,,2,,2,,,,,4,2,,,1,2,2,,1,0,1956,專科,11,服務工作人員及銷售員,
446,2,1,1,,,4,,,,8,,,,3,,,2,,2,2,,1,2,,,1,,1,2,1,,1,,,,1,1,,,4,,,6,3,,,1,2,1,,1,0,1988,專科,2,其他,
447,1,2,,,,,,,,,,,,2,,,2,,2,3,,1,3,,,2,,1,1,1,,3,,,,2,1,2,3,,5,,5,2,,,2,2,1,,1,0,1987,研究所以上,8,技術工作及有關工作人員,
448,1,1,1,,,,,6,,8,9,10,,3,,,2,,1,2,,1,1,,,1,,1,2,90,有好有壞，上述論點都同意,3,,,,2,1,2,3,,5,,10,3,,,1,1,1,,0,0,1994,大學,6,學生,
449,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,2,,,1,,2,2,5,,4,,,,1,,,,,5,,5,2,,,2,2,1,,1,0,1989,大學,13,待業或無業,
450,1,1,1,2,3,4,5,6,7,8,9,10,,3,,,2,,1,2,,2,5,,,1,,2,2,4,,3,,,,2,,,3,4,,,10,1,,,1,1,2,,0,0,1996,大學,9,學生,
451,1,1,1,,,,,,,,,,,3,,,2,,1,1,,1,1,,,1,,1,2,1,,3,,,,3,,,,,5,,10,3,,,1,1,2,,0,0,1997,高中/職,15,學生,
452,2,2,,,,,,,,,,,,2,,,2,,1,1,,1,1,,,1,,2,2,5,,4,,,,3,1,2,,4,5,,4,1,,,1,2,1,,0,0,1986,大學,2,技術員及助理專業人員,
453,2,2,,,,,,,,,,,,1,,,2,,2,2,,1,2,,,1,,1,2,3,,2,,,,3,1,,,,5,,4,2,,,1,2,1,,1,0,1992,大學,12,專業人員,
454,1,1,1,,,,,,,,,,,1,,,2,,1,1,,1,4,,,1,,1,2,1,,3,,,,1,,,3,,,,6,1,,,2,1,1,,0,0,1985,大學,16,服務工作人員及銷售員,
455,1,1,1,,,,,,7,8,9,,,2,,,2,,2,2,,1,1,,,2,,2,2,4,,3,,,,2,1,2,3,4,5,,4,3,,,2,1,1,,0,0,1996,,13,,
456,1,1,1,2,3,4,,,7,8,9,,,2,,,2,,1,1,,1,1,,,1,,2,2,4,,3,,,,1,1,2,3,4,5,,3,3,,,1,1,2,,0,0,1994,大學,1,技術工作及有關工作人員,
457,1,1,,,3,,5,,,8,9,,,2,,,2,,2,1,,1,1,,,1,,2,2,5,,3,,,,3,,,,,5,,4,2,,,2,1,1,,1,0,1973,大學,4,服務工作人員及銷售員,
459,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,2,,,2,,2,2,2,,3,,,,2,1,,3,4,,,5,3,,,2,2,2,,1,0,1993,大學,4,學生,
460,2,2,,,,,,,,,,,,1,,,2,,1,2,,2,4,,,1,,2,2,4,,4,,,,3,1,,,4,5,,7,3,,,1,1,1,,0,0,1991,大學,9,事務工作人員,
462,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,2,,,1,,2,2,5,,3,,,,3,1,,3,4,5,,3,3,,,2,2,2,,0,0,1983,大學,2,事務工作人員,
463,1,2,,,,,,,,,,,,92,,空氣污染,1,,1,3,,1,2,,,1,,2,1,5,,99,,,,3,1,2,3,4,5,,1,3,,,2,1,2,,0,0,1973,大學,2,專業人員,
464,1,1,1,,3,4,,,7,,,,,3,,,2,,1,2,,1,1,,,1,,2,2,5,,3,,,,2,1,,3,4,5,,9,3,,,1,1,2,,0,0,1988,大學,12,專業人員,
465,2,2,,,,,,,,,,,,3,,,2,,2,1,,1,2,,,2,,2,2,4,,3,,,,3,,,,4,,,2,3,,,2,1,1,,0,0,1996,大學,15,學生,
466,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,2,,,2,,2,2,4,,3,,,,2,1,,3,4,5,,5,3,,,2,3,2,,0,0,1958,大學,2,家管,
467,1,1,1,,,4,,6,7,8,,,,3,,,2,,2,2,,1,2,,,1,,2,1,5,,3,,,,2,1,,3,,,,5,3,,,2,2,1,,0,3,1976,研究所以上,13,專業人員,
468,1,1,1,,3,,5,6,7,,9,10,90,1,,,2,,2,2,,2,5,,,2,,1,2,2,,3,,,,2,1,2,3,4,5,,8,3,,,2,2,2,,0,0,1996,大學,2,學生,
469,1,1,,,,,5,,7,8,,10,,1,,,2,,2,2,,2,2,,,1,,1,2,3,,1,,,,2,1,2,3,4,,,6,4,,,1,1,2,,0,0,1973,大學,2,專業人員,
470,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,4,,,3,,1,2,2,,2,,,,2,1,,3,4,,,7,3,,,2,2,2,,1,0,1983,研究所以上,13,服務工作人員及銷售員,
471,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,4,,,1,,2,2,5,,3,,,,2,1,,3,4,,,5,3,,,1,2,1,,1,0,1942,大學,4,退休,
472,1,1,1,2,3,4,,,7,,9,,,3,,,1,,2,2,,2,5,,,1,,2,2,4,,3,,,,2,1,2,3,4,,,9,3,,,1,1,1,,0,0,1985,大學,16,家管,
473,1,2,,,,,,,,,,,,2,,,1,,1,1,,1,1,,,1,,2,2,4,,4,,,,3,1,,3,4,,,4,3,,,2,2,1,,0,0,1973,專科,13,技術員及助理專業人員,
474,1,2,,,,,,,,,,,,92,,麻煩而且空氣又不好,1,,1,1,,1,2,,,1,,2,2,5,,99,,,,3,1,2,3,4,5,,1,3,,,2,1,2,,0,0,2001,大學,2,技術員及助理專業人員,
475,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,1,,,1,,1,2,2,,2,,,,2,,2,3,4,5,,6,3,,,1,1,1,,0,0,1978,大學,1,服務工作人員及銷售員,
476,1,2,,,,,,,,,,,,3,,,1,,1,1,,1,1,,,1,,2,2,5,,99,,,,2,1,2,3,4,,,0,3,,,2,2,1,,1,0,1993,大學,6,其他,
477,1,1,1,2,,,,,7,8,,,,3,,,2,,1,1,,1,2,,,1,,2,2,4,,3,,,,2,1,2,3,,,,5,3,,,2,1,2,,1,0,1980,大學,14,技術員及助理專業人員,
478,1,2,,,,,,,,,,,,2,,,1,,2,2,,1,5,,,2,,2,2,5,,4,,,,2,1,2,3,,,,3,3,,,2,2,2,,0,0,1950,國/初中,13,農/林/漁/牧工作人員,
479,1,1,,,3,4,,,,,,10,,3,,,1,,2,1,,1,1,,,1,,1,1,3,,2,,,,2,1,2,3,4,5,,9,2,,,2,1,1,,1,0,1970,專科,13,機械設備操作工及組裝工,
480,1,1,1,,,,,,,,,,,3,,,2,,1,2,,1,5,,,1,,1,2,2,,2,,,,2,1,2,3,,5,,8,2,,,1,1,1,,1,0,1991,大學,14,技術員及助理專業人員,
481,1,1,,,,,,,7,,,,,1,,,2,,1,1,,1,2,,,1,,2,2,5,,3,,,,3,1,,3,,,,5,3,,,2,3,1,,0,0,1990,研究所以上,14,學生,
482,1,1,1,2,,4,,,,,,,,1,,,2,,2,1,,1,2,,,1,,2,2,4,,3,,,,3,1,2,3,4,5,,7,3,,,2,1,2,,1,0,1989,研究所以上,15,學生,
483,1,1,,2,,4,5,,,,9,,,1,,,2,,1,2,,2,5,,,1,,1,1,2,,1,,,,2,1,2,3,4,5,,10,3,,,2,2,2,,1,0,1972,大學,13,專業人員,
484,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,2,,,2,,1,2,3,,1,,,,1,,,3,4,5,,5,2,,,1,1,1,,0,0,1980,大學,8,學生,
485,2,2,,,,,,,,,,,,3,,,2,,2,2,,2,5,,,2,,2,2,4,,3,,,,3,,,,4,,,5,4,,,2,2,1,,0,0,1990,研究所以上,8,學生,
486,1,1,,,,,,,7,8,9,,,3,,,2,,1,2,,2,90,頭和身體有煙味,,2,,2,2,5,,3,,,,2,1,,3,4,5,,10,3,,,1,1,1,,0,0,1995,大學,4,待業或無業,
487,1,1,1,2,,4,,,7,8,,,,3,,,2,,2,1,,1,5,,,2,,2,2,4,,3,,,,2,1,,3,4,,,8,3,,,1,1,1,,0,0,1970,,,,
488,1,1,,,,4,,,7,,,,90,3,,,2,,3,2,,2,2,,,1,,1,2,3,,2,,,,3,1,,3,,5,,9,3,,,1,1,2,,0,4,1985,專科,10,非技術工及體力工,
489,1,1,,2,3,,,6,,8,,,,3,,,2,,2,1,,1,1,,,1,,2,2,5,,3,,,,2,1,,3,,,,7,2,,,1,1,1,,0,0,1977,專科,4,服務工作人員及銷售員,
491,2,1,1,,,,,,,,,,,2,,,2,,1,2,,1,4,,,1,,2,2,5,,3,,,,2,,,,4,,,5,3,,,2,2,1,,0,0,2016,研究所以上,8,學生,
492,2,2,,,,,,,,,,,,1,,,2,,2,2,,1,4,,,1,,2,1,90,影響交通以及空氣汙染,4,,,,2,1,,,4,5,,5,3,,,2,2,2,,0,0,1993,研究所以上,1,學生,
493,1,1,1,,,,,,,8,9,,,2,,,2,,2,3,,2,5,,,2,,2,2,5,,3,,,,1,,,3,,,,8,2,,,1,2,2,,1,0,1993,研究所以上,8,學生,
494,1,1,1,2,,4,,6,7,8,9,10,,2,,,2,,2,2,,1,2,,,1,,1,2,3,,2,,,,2,1,,3,4,,,5,2,,,1,1,1,,1,0,1987,研究所以上,2,其他,
495,1,2,,,,,,,,,,,,1,,,2,,2,3,,2,5,,,2,,1,2,3,,2,,,,1,1,2,3,4,,,7,4,,,2,3,2,,1,0,1981,大學,1,其他,
496,1,1,,,3,,,,,,,,,1,,,2,,1,2,,2,1,,,1,,1,2,2,,3,,,,2,,,3,,,,7,1,,,1,1,2,,0,0,1970,,,,
497,1,1,1,2,,4,,,7,,,,,3,,,2,,2,3,,2,5,,,2,,2,2,90,沒感覺,3,,,,3,1,2,3,4,5,,8,3,,,2,1,2,,0,0,1992,大學,3,其他,
499,1,2,,,,,,,,,,,,3,,,1,,2,1,,1,4,,,1,,2,2,4,,3,,,,3,,,,,5,,6,3,,,1,1,1,,0,0,1974,高中/職,2,服務工作人員及銷售員,
500,1,1,,2,,,,,7,8,9,,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,4,,,,1,1,,,,,,6,2,,,1,2,1,,0,0,1951,高中/職,4,服務工作人員及銷售員,
501,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,2,,,1,,1,2,2,,3,,,,2,1,,,4,5,,7,3,,,2,2,1,,0,0,1996,大學,14,學生,
502,2,2,,,,,,,,,,,,1,,,2,,2,1,,1,1,,,1,,1,2,3,,2,,,,2,,,,,,99,6,3,,,2,1,1,,0,0,1998,專科,8,學生,
503,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,2,,,2,,1,2,2,,3,,,,3,1,,,4,5,,5,2,,,2,1,1,,0,0,1987,大學,2,事務工作人員,
504,1,1,,2,,,,,,,,,,2,,,1,,3,1,,1,2,,,1,,2,2,1,,99,,,,2,,,,,,99,6,1,,,1,2,2,,1,0,1961,高中/職,15,專業人員,
506,1,1,,,3,4,,,,,,,,1,,,2,,1,1,,1,2,,,1,,1,2,1,,1,,,,2,1,2,3,,,,6,1,,,1,1,1,,0,0,1971,專科,6,事務工作人員,
508,1,2,,,,,,,,,,,,3,,,2,,1,1,,2,1,,,1,,2,1,4,,3,,,,3,1,2,3,4,5,,5,4,,,2,2,2,,1,0,1984,研究所以上,2,事務工作人員,
510,1,1,1,,,,,6,,,9,,,3,,,2,,1,2,,1,2,,,1,,2,2,4,,4,,,,2,1,,,4,5,,6,3,,,2,1,1,,1,0,1981,大學,2,技術工作及有關工作人員,
513,1,2,,,,,,,,,,,,92,,沒有烤肉的習慣,1,,2,1,,1,2,,,1,,2,2,5,,99,,,,1,,,,,5,,0,4,,,2,2,2,,0,0,1976,研究所以上,2,事務工作人員,
514,1,1,1,,3,,,6,,8,9,,,1,,,2,,2,1,,1,4,,,1,,2,1,4,,3,,,,2,1,2,3,4,5,,6,2,,,1,1,1,,0,0,1986,高中/職,2,服務工作人員及銷售員,
516,1,1,1,2,,4,,,7,8,9,10,,1,,,2,,3,3,,2,5,,,2,,1,2,2,,2,,,,2,,,3,,,,10,4,,,1,1,2,1,1,0,1976,專科,19,技術員及助理專業人員,
517,1,2,,,,,,,,,,,,3,,,2,,3,2,,2,3,,,2,,2,2,4,,3,,,,1,1,2,3,4,5,,6,4,,,2,2,1,,1,0,1980,大學,2,服務工作人員及銷售員,
518,1,1,,2,,,,,,8,9,,,3,,,2,,3,1,,1,1,,,2,,2,2,4,,3,,,,2,1,,3,4,,,8,3,,,1,1,2,,1,0,1974,大學,2,服務工作人員及銷售員,
519,1,1,1,2,3,4,,6,,8,9,,,3,,,2,,2,1,,2,5,,,2,,1,2,1,,1,,,,2,,,,,5,,10,3,,,1,1,2,,0,0,1984,高中/職,2,服務工作人員及銷售員,
521,1,1,1,,3,4,,6,,8,9,,,3,,,2,,2,2,,2,5,,,2,,1,2,1,,1,,,,2,,,,,5,,10,3,,,1,1,2,,1,0,1957,專科,2,技術工作及有關工作人員,
522,1,1,1,,,4,,,,8,9,,,1,,,1,,1,1,,1,5,,,1,,1,1,1,,1,,,,1,1,,,,,,8,1,,,2,1,1,,1,0,1970,,,,
523,1,2,,,,,,,,,,,,2,,,2,,2,2,,1,1,,,1,,2,2,5,,3,,,,2,1,2,3,,5,,4,2,,,2,2,1,,0,0,1970,,,,
524,2,2,,,,,,,,,,,,3,,,2,,3,2,,1,2,,,1,,2,2,4,,4,,,,2,,,,,5,,5,3,,,2,3,1,,0,0,1987,大學,2,技術工作及有關工作人員,
525,1,2,,,,,,,,,,,,3,,,1,,1,1,,1,4,,,1,,1,2,4,,4,,,,3,,,,4,,,1,3,,,2,2,2,,1,0,1984,大學,5,技術員及助理專業人員,
527,1,1,1,2,3,,,,7,8,9,,,3,,,2,,3,2,,1,5,,,2,,1,2,2,,3,,,,2,1,2,3,4,5,,10,3,,,1,1,1,,0,0,1970,,,,
530,1,1,,,,,5,,,,9,10,,2,,,1,,2,1,,1,1,,,1,,1,1,2,,2,,,,2,1,,3,,,,5,2,,,1,2,2,,1,0,1992,研究所以上,9,現役軍人,
531,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,1,2,2,,1,,,,2,1,2,,,,,10,3,,,2,2,1,,0,0,1984,高中/職,15,待業或無業,
532,2,2,,,,,,,,,,,,1,,,2,,2,2,,1,3,,,2,,2,2,4,,3,,,,3,,,,4,,,5,2,,,2,2,2,,1,0,1994,研究所以上,15,學生,
534,1,1,1,2,,,,,,,9,,,2,,,2,,2,2,,2,5,,,2,,1,1,2,,2,,,,2,1,,3,4,,,7,3,,,1,1,2,,1,4,1968,大學,9,技術員及助理專業人員,
535,1,1,1,,,,,,7,,,,,3,,,2,,2,2,,1,1,,,1,,2,1,2,,2,,,,3,,,3,,,,6,2,,,1,2,1,,1,0,1968,高中/職,8,技術員及助理專業人員,
536,2,1,,2,,,,,7,,,,,1,,,2,,2,2,,2,4,,,2,,1,2,2,,2,,,,2,,,3,,,,7,1,,,2,2,1,,1,0,1970,大學,15,專業人員,
538,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,1,,,1,,2,2,5,,4,,,,2,1,,3,4,5,,5,1,,,2,1,1,,0,0,1985,大學,2,其他,
539,1,1,1,2,,,,,,8,9,,,3,,,2,,1,1,,2,5,,,2,,2,2,4,,3,,,,2,1,,3,,,,6,3,,,1,1,1,,1,0,1993,大學,15,服務工作人員及銷售員,
540,1,1,1,2,,,,6,7,8,9,,,1,,,2,,2,2,,2,2,,,2,,1,2,1,,1,,,,2,,,3,4,,,10,3,,,1,1,2,,1,0,1976,專科,19,技術員及助理專業人員,
542,1,2,,,,,,,,,,,,3,,,2,,3,3,,2,5,,,3,,1,2,3,,3,,,,2,,,,,5,,3,4,,,2,1,1,,0,0,1981,研究所以上,4,事務工作人員,
544,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,2,,,1,,2,2,5,,99,,,,3,,,,,,99,6,2,,,2,2,1,,0,0,1995,大學,2,學生,
545,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,1,,,1,,2,2,5,,99,,,,2,1,2,3,4,5,,0,4,,,2,3,2,,0,0,1984,研究所以上,2,技術員及助理專業人員,
547,2,2,,,,,,,,,,,,3,,,1,,1,1,,1,90,只出張嘴而不動手的人，吃飽就閃的人,,1,,2,2,5,,4,,,,2,,,,,5,,2,4,,,2,3,2,,1,0,1982,大學,14,技術員及助理專業人員,
548,2,2,,,,,,,,,,,,2,,,2,,2,2,,1,1,,,1,,2,2,4,,3,,,,2,1,,,,5,,5,2,,,2,1,1,,1,2,1987,研究所以上,14,事務工作人員,
549,2,2,,,,,,,,,,,,2,,,1,,1,1,,1,1,,,1,,2,2,4,,3,,,,2,1,,,,5,,5,1,,,2,1,1,,1,2,1987,研究所以上,14,事務工作人員,
552,1,1,1,2,3,4,5,6,7,8,9,10,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,3,,,,1,,,,,,99,5,2,,,2,2,1,,1,0,1962,專科,14,待業或無業,
553,1,2,,,,,,,,,,,,2,,,2,,2,3,,1,1,,,2,,2,2,5,,3,,,,2,1,,,4,,,5,3,,,1,2,2,,1,0,1977,研究所以上,21,專業人員,
555,1,1,1,,,,,,7,,9,,,3,,,2,,3,2,,1,2,,,1,,2,2,4,,3,,,,1,,,,4,,,7,4,,,1,2,2,,1,0,1963,大學,1,退休,
556,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,5,,,3,,1,2,2,,1,,,,2,1,2,3,,,,7,3,,,1,2,2,,1,0,1970,,,,
557,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,99,,,,2,1,,,4,,,3,2,,,2,3,2,,0,0,1987,大學,1,事務工作人員,
562,1,1,1,2,,,,,7,8,,,,2,,,2,,2,3,,1,2,,,1,,2,2,4,,3,,,,2,1,2,3,4,,,4,2,,,2,1,1,,0,5,1981,大學,15,技術工作及有關工作人員,
563,1,2,,,,,,,,,,,,2,,,1,不環保,1,2,,2,1,,,1,,2,1,5,,99,,,,2,1,2,3,4,,,1,3,,,2,1,2,,1,0,1969,大學,8,其他,
564,2,2,,,,,,,,,,,,3,,,1,,1,1,,1,1,,,1,,2,2,5,,99,,,,3,1,,,,,,0,3,,,2,2,2,,0,0,1970,研究所以上,14,其他,
